dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,Nx*c,V(mm鲁),P
16,2.4,3,15556.69 ,0.56 ,,,,,,,,,,,,,,,,,,
16,2.6,3,14362.92 ,0.56 ,,,,,,,,,,,,,,,,,,
16,2.6,3,15766.92 ,0.56 ,,,,,,,,,,,,,,,,,,
16,2.8,3,14554.43 ,0.57 ,,,,,,,,,,,,,,,,,,
16,2.8,3,15977.15 ,0.56 ,,,,,,,,,,,,,,,,,,
16,3,3,14745.93 ,0.58 ,,,,,,,,,,,,,,,,,,
16,3,3,16187.37 ,0.57 ,,,,,,,,,,,,,,,,,,
16,3.2,3,14937.44 ,0.58 ,,,,,,,,,,,,,,,,,,
16,3.2,3,16397.60 ,0.58 ,,,,,,,,,,,,,,,,,,
16,3.4,3,15128.94 ,0.59 ,,,,,,,,,,,,,,,,,,
16,3.4,3,16607.82 ,0.59 ,,,,,,,,,,,,,,,,,,
16,3.6,3,15320.45 ,0.60 ,,,,,,,,,,,,,,,,,,
16,3.6,3,16818.05 ,0.60 ,,,,,,,,,,,,,,,,,,
16,3.8,3,15511.95 ,0.61 ,,,,,,,,,,,,,,,,,,
16,4,3,15703.46 ,0.61 ,,,,,,,,,,,,,,,,,,
16,4,3,17238.50 ,0.61 ,,,,,,,,,,,,,,,,,,
16,4.2,3,15894.96 ,0.62 ,,,,,,,,,,,,,,,,,,
16,4.2,3,17448.72 ,0.62 ,,,,,,,,,,,,,,,,,,
16,4.4,3,17658.95 ,0.62 ,,,,,,,,,,,,,,,,,,
16,4.6,3,16277.98 ,0.63 ,,,,,,,,,,,,,,,,,,
16,4.6,3,17869.18 ,0.63 ,,,,,,,,,,,,,,,,,,
16,4.8,3,16469.48 ,0.64 ,,,,,,,,,,,,,,,,,,
16,4.8,3,18079.40 ,0.63 ,,,,,,,,,,,,,,,,,,
16,5,3,16660.99 ,0.64 ,,,,,,,,,,,,,,,,,,
16,5,3,18289.63 ,0.64 ,,,,,,,,,,,,,,,,,,
16,5.2,3,16852.49 ,0.65 ,,,,,,,,,,,,,,,,,,
16,5.2,3,18499.85 ,0.65 ,,,,,,,,,,,,,,,,,,
16,5.4,3,17044.00 ,0.65 ,,,,,,,,,,,,,,,,,,
16,5.4,3,18710.08 ,0.65 ,,,,,,,,,,,,,,,,,,
16,5.6,3,17235.50 ,0.66 ,,,,,,,,,,,,,,,,,,
16,5.6,3,18920.30 ,0.66 ,,,,,,,,,,,,,,,,,,
16,5.8,3,17427.01 ,0.66 ,,,,,,,,,,,,,,,,,,
16,5.8,3,19130.53 ,0.66 ,,,,,,,,,,,,,,,,,,
16,6,3,17618.52 ,0.67 ,,,,,,,,,,,,,,,,,,
16,6,3,19340.76 ,0.67 ,,,,,,,,,,,,,,,,,,
16,6.2,3,17810.02 ,0.67 ,,,,,,,,,,,,,,,,,,
16,6.4,3,18001.53 ,0.68 ,,,,,,,,,,,,,,,,,,
16,6.4,3,19761.21 ,0.68 ,,,,,,,,,,,,,,,,,,
16,6.6,3,18193.03 ,0.69 ,,,,,,,,,,,,,,,,,,
16,6.6,3,19971.43 ,0.69 ,,,,,,,,,,,,,,,,,,
16,6.8,3,18384.54 ,0.70 ,,,,,,,,,,,,,,,,,,
16,7,3,18576.04 ,0.70 ,,,,,,,,,,,,,,,,,,
16,7.2,3,18767.55 ,0.71 ,,,,,,,,,,,,,,,,,,
16,7.4,3,18959.05 ,0.72 ,,,,,,,,,,,,,,,,,,
16,7.6,3,19150.56 ,0.72 ,,,,,,,,,,,,,,,,,,
16,1.2,4.5,19900.11 ,0.77 ,,,,,,,,,,,,,,,,,,
16,1.2,3,13658.86 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.2,3,14931.82 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.4,3,13859.73 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.4,3,13859.73 ,0.65 ,,,,,,,,,,,,,,,,,,
16,1.4,3,15151.41 ,0.65 ,,,,,,,,,,,,,,,,,,
16,1.6,3,14060.59 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.6,3,15370.99 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.8,3,14261.46 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.8,3,15590.58 ,0.66 ,,,,,,,,,,,,,,,,,,
16,1.8,3,15590.58 ,0.66 ,,,,,,,,,,,,,,,,,,
16,2,3,14462.32 ,0.66 ,,,,,,,,,,,,,,,,,,
16,2,3,15810.16 ,0.66 ,,,,,,,,,,,,,,,,,,
16,2,3,15810.16 ,0.66 ,,,,,,,,,,,,,,,,,,
16,2.2,3,14663.19 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2.2,3,16029.75 ,0.67 ,,,,,,,,,,,,,,,,,,
16,5.6,4,14921.99 ,0.85 ,,,,,,,,,,,,,,,,,,
16,5.8,4,13128.35 ,1.00 ,,,,,,,,,,,,,,,,,,
16,5.8,4,15079.07 ,0.88 ,,,,,,,,,,,,,,,,,,
16,2.2,4,13044.22 ,0.54 ,,,,,,,,,,,,,,,,,,
16,3.8,4,12634.57 ,0.50 ,,,,,,,,,,,,,,,,,,
16,5.6,4,15887.19 ,0.43 ,,,,,,,,,,,,,,,,,,
16,5.8,4,14103.71 ,0.48 ,,,,,,,,,,,,,,,,,,
16,5.8,4,16054.43 ,0.44 ,,,,,,,,,,,,,,,,,,
16,8.8,4,18562.93 ,0.45 ,,,,,,,,,,,,,,,,,,
16,9,4,16454.32 ,0.50 ,,,,,,,,,,,,,,,,,,
16,9,4,18730.16 ,0.45 ,,,,,,,,,,,,,,,,,,
16,9.2,4,16601.24 ,0.51 ,,,,,,,,,,,,,,,,,,
16,9.2,4,18897.40 ,0.46 ,,,,,,,,,,,,,,,,,,
16,9.4,4,16748.15 ,0.51 ,,,,,,,,,,,,,,,,,,
16,3.8,6,18018.20 ,0.60 ,,,,,,,,,,,,,,,,,,
16,5.8,6,19895.10 ,0.57 ,,,,,,,,,,,,,,,,,,
16,2,4,13659.31 ,0.42 ,,,,,,,,,,,,,,,,,,
16,2.8,4,12722.96 ,0.41 ,,,,,,,,,,,,,,,,,,
16,2.8,4,14368.88 ,0.39 ,,,,,,,,,,,,,,,,,,
16,3.6,4,15078.46 ,0.37 ,,,,,,,,,,,,,,,,,,
16,3.8,4,13508.33 ,0.40 ,,,,,,,,,,,,,,,,,,
16,4.8,4,14293.70 ,0.40 ,,,,,,,,,,,,,,,,,,
16,4.8,4,16142.82 ,0.38 ,,,,,,,,,,,,,,,,,,
16,5,4,14450.77 ,0.40 ,,,,,,,,,,,,,,,,,,
16,6.2,4,15393.21 ,0.41 ,,,,,,,,,,,,,,,,,,
16,6.2,4,17384.57 ,0.39 ,,,,,,,,,,,,,,,,,,
16,6.4,4,15550.29 ,0.42 ,,,,,,,,,,,,,,,,,,
16,6.4,4,17561.97 ,0.39 ,,,,,,,,,,,,,,,,,,
16,6.6,4,15707.36 ,0.42 ,,,,,,,,,,,,,,,,,,
16,8,4,18981.12 ,0.41 ,,,,,,,,,,,,,,,,,,
16,8.2,4,16963.95 ,0.44 ,,,,,,,,,,,,,,,,,,
16,8.2,4,19158.51 ,0.42 ,,,,,,,,,,,,,,,,,,
16,8.4,4,17121.02 ,0.45 ,,,,,,,,,,,,,,,,,,
16,1.4,6,19223.37 ,0.58 ,,,,,,,,,,,,,,,,,,
16,2.8,6,18684.99 ,0.49 ,,,,,,,,,,,,,,,,,,
16,3.6,6,19506.31 ,0.47 ,,,,,,,,,,,,,,,,,,
16,1.6,4,12542.52 ,0.46 ,,,,,,,,,,,,,,,,,,
16,1.6,4,14066.52 ,0.45 ,,,,,,,,,,,,,,,,,,
16,2,4,12876.99 ,0.44 ,,,,,,,,,,,,,,,,,,
16,2,4,14441.63 ,0.43 ,,,,,,,,,,,,,,,,,,
16,2.4,4,14816.73 ,0.42 ,,,,,,,,,,,,,,,,,,
16,2.6,4,13378.69 ,0.42 ,,,,,,,,,,,,,,,,,,
16,3,4,13713.16 ,0.42 ,,,,,,,,,,,,,,,,,,
16,3,4,15379.40 ,0.41 ,,,,,,,,,,,,,,,,,,
16,3.6,4,14214.86 ,0.42 ,,,,,,,,,,,,,,,,,,
16,3.6,4,15942.06 ,0.42 ,,,,,,,,,,,,,,,,,,
16,4.2,4,14716.56 ,0.43 ,,,,,,,,,,,,,,,,,,
16,4.2,4,16504.72 ,0.42 ,,,,,,,,,,,,,,,,,,
16,4.4,4,14883.79 ,0.44 ,,,,,,,,,,,,,,,,,,
16,5,4,15385.49 ,0.45 ,,,,,,,,,,,,,,,,,,
16,5,4,17254.93 ,0.44 ,,,,,,,,,,,,,,,,,,
16,5.2,4,15552.72 ,0.45 ,,,,,,,,,,,,,,,,,,
16,5.8,4,18005.15 ,0.45 ,,,,,,,,,,,,,,,,,,
16,6,4,16221.66 ,0.47 ,,,,,,,,,,,,,,,,,,
16,6,4,18192.70 ,0.46 ,,,,,,,,,,,,,,,,,,
16,6.2,4,16388.89 ,0.48 ,,,,,,,,,,,,,,,,,,
16,6.8,4,18942.91 ,0.48 ,,,,,,,,,,,,,,,,,,
16,7,4,17057.83 ,0.49 ,,,,,,,,,,,,,,,,,,
16,7,4,19130.47 ,0.48 ,,,,,,,,,,,,,,,,,,
16,7.2,4,17225.06 ,0.50 ,,,,,,,,,,,,,,,,,,
16,7.2,4,19318.02 ,0.49 ,,,,,,,,,,,,,,,,,,
16,7.4,4,17392.29 ,0.51 ,,,,,,,,,,,,,,,,,,
16,8.2,4,18061.23 ,0.52 ,,,,,,,,,,,,,,,,,,
16,8.4,4,18228.46 ,0.53 ,,,,,,,,,,,,,,,,,,
16,8.6,4,18395.70 ,0.53 ,,,,,,,,,,,,,,,,,,
16,9.6,4,19231.86 ,0.55 ,,,,,,,,,,,,,,,,,,
16,1.6,6,18952.42 ,0.57 ,,,,,,,,,,,,,,,,,,
16,2,6,19398.36 ,0.55 ,,,,,,,,,,,,,,,,,,
16,2.4,6,19844.29 ,0.53 ,,,,,,,,,,,,,,,,,,
16,1.2,4,14433.09 ,0.53 ,,,,,,,,,,,,,,,,,,
16,1.4,4,13127.13 ,0.52 ,,,,,,,,,,,,,,,,,,
16,1.4,4,14630.81 ,0.51 ,,,,,,,,,,,,,,,,,,
16,1.6,4,14828.52 ,0.51 ,,,,,,,,,,,,,,,,,,
16,2,4,13659.31 ,0.51 ,,,,,,,,,,,,,,,,,,
16,2,4,15223.95 ,0.51 ,,,,,,,,,,,,,,,,,,
16,2.2,4,15421.66 ,0.51 ,,,,,,,,,,,,,,,,,,
16,2.4,4,14014.09 ,0.52 ,,,,,,,,,,,,,,,,,,
16,2.6,4,15817.09 ,0.52 ,,,,,,,,,,,,,,,,,,
16,2.8,4,14368.88 ,0.52 ,,,,,,,,,,,,,,,,,,
16,3,4,16212.52 ,0.52 ,,,,,,,,,,,,,,,,,,
16,3.2,4,14723.67 ,0.53 ,,,,,,,,,,,,,,,,,,
16,3.4,4,16607.94 ,0.53 ,,,,,,,,,,,,,,,,,,
16,3.6,4,15078.46 ,0.54 ,,,,,,,,,,,,,,,,,,
16,3.6,4,16805.66 ,0.54 ,,,,,,,,,,,,,,,,,,
16,3.8,4,17003.37 ,0.54 ,,,,,,,,,,,,,,,,,,
16,4,4,15433.24 ,0.55 ,,,,,,,,,,,,,,,,,,
16,4,4,17201.08 ,0.55 ,,,,,,,,,,,,,,,,,,
16,4.2,4,15610.64 ,0.56 ,,,,,,,,,,,,,,,,,,
16,4.4,4,17596.51 ,0.56 ,,,,,,,,,,,,,,,,,,
16,4.6,4,15965.42 ,0.56 ,,,,,,,,,,,,,,,,,,
16,4.6,4,17794.22 ,0.57 ,,,,,,,,,,,,,,,,,,
16,4.8,4,16142.82 ,0.57 ,,,,,,,,,,,,,,,,,,
16,5,4,18189.65 ,0.58 ,,,,,,,,,,,,,,,,,,
16,5.2,4,16497.60 ,0.58 ,,,,,,,,,,,,,,,,,,
16,5.2,4,18387.36 ,0.58 ,,,,,,,,,,,,,,,,,,
16,5.4,4,16675.00 ,0.58 ,,,,,,,,,,,,,,,,,,
16,5.6,4,18782.79 ,0.59 ,,,,,,,,,,,,,,,,,,
16,5.8,4,17029.79 ,0.59 ,,,,,,,,,,,,,,,,,,
16,5.8,4,18980.51 ,0.59 ,,,,,,,,,,,,,,,,,,
16,6,4,17207.18 ,0.60 ,,,,,,,,,,,,,,,,,,
16,6,4,19178.22 ,0.60 ,,,,,,,,,,,,,,,,,,
16,6.2,4,17384.57 ,0.61 ,,,,,,,,,,,,,,,,,,
16,6.4,4,19573.65 ,0.61 ,,,,,,,,,,,,,,,,,,
16,6.6,4,17739.36 ,0.61 ,,,,,,,,,,,,,,,,,,
16,6.6,4,19771.36 ,0.62 ,,,,,,,,,,,,,,,,,,
16,6.8,4,17916.75 ,0.62 ,,,,,,,,,,,,,,,,,,
16,6.8,4,19969.07 ,0.62 ,,,,,,,,,,,,,,,,,,
16,7,4,18094.15 ,0.63 ,,,,,,,,,,,,,,,,,,
16,7.4,4,18448.93 ,0.64 ,,,,,,,,,,,,,,,,,,
16,7.6,4,18626.33 ,0.64 ,,,,,,,,,,,,,,,,,,
16,7.8,4,18803.72 ,0.65 ,,,,,,,,,,,,,,,,,,
16,8.2,4,19158.51 ,0.66 ,,,,,,,,,,,,,,,,,,
16,8.4,4,19335.90 ,0.67 ,,,,,,,,,,,,,,,,,,
16,8.6,4,19513.30 ,0.67 ,,,,,,,,,,,,,,,,,,
16,9,4,19868.08 ,0.68 ,,,,,,,,,,,,,,,,,,
16,1.2,4,15174.77 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.4,4,13878.97 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.4,4,15382.65 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.6,4,14066.52 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.6,4,15590.52 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.8,4,14254.07 ,0.64 ,,,,,,,,,,,,,,,,,,
16,1.8,4,15798.39 ,0.64 ,,,,,,,,,,,,,,,,,,
16,2,4,14441.63 ,0.64 ,,,,,,,,,,,,,,,,,,
16,2,4,16006.27 ,0.64 ,,,,,,,,,,,,,,,,,,
16,2.2,4,16214.14 ,0.64 ,,,,,,,,,,,,,,,,,,
16,2.4,4,14816.73 ,0.65 ,,,,,,,,,,,,,,,,,,
16,2.4,4,16422.01 ,0.65 ,,,,,,,,,,,,,,,,,,
16,2.6,4,15004.29 ,0.65 ,,,,,,,,,,,,,,,,,,
16,2.6,4,16629.89 ,0.65 ,,,,,,,,,,,,,,,,,,
16,2.8,4,15191.84 ,0.65 ,,,,,,,,,,,,,,,,,,
16,2.8,4,16837.76 ,0.65 ,,,,,,,,,,,,,,,,,,
16,3,4,15379.40 ,0.66 ,,,,,,,,,,,,,,,,,,
16,3,4,17045.64 ,0.66 ,,,,,,,,,,,,,,,,,,
16,3.2,4,17253.51 ,0.67 ,,,,,,,,,,,,,,,,,,
16,3.4,4,15754.50 ,0.68 ,,,,,,,,,,,,,,,,,,
16,3.4,4,17461.38 ,0.68 ,,,,,,,,,,,,,,,,,,
16,3.6,4,15942.06 ,0.68 ,,,,,,,,,,,,,,,,,,
16,3.6,4,17669.26 ,0.69 ,,,,,,,,,,,,,,,,,,
16,3.8,4,16129.61 ,0.69 ,,,,,,,,,,,,,,,,,,
16,3.8,4,17877.13 ,0.70 ,,,,,,,,,,,,,,,,,,
16,4,4,16317.16 ,0.70 ,,,,,,,,,,,,,,,,,,
16,4,4,18085.00 ,0.70 ,,,,,,,,,,,,,,,,,,
16,4.2,4,16504.72 ,0.71 ,,,,,,,,,,,,,,,,,,
16,4.2,4,18292.88 ,0.71 ,,,,,,,,,,,,,,,,,,
16,4.4,4,16692.27 ,0.71 ,,,,,,,,,,,,,,,,,,
16,4.4,4,18500.75 ,0.72 ,,,,,,,,,,,,,,,,,,
16,4.6,4,16879.82 ,0.72 ,,,,,,,,,,,,,,,,,,
16,4.6,4,18708.62 ,0.72 ,,,,,,,,,,,,,,,,,,
16,4.8,4,17067.38 ,0.73 ,,,,,,,,,,,,,,,,,,
16,4.8,4,18916.50 ,0.73 ,,,,,,,,,,,,,,,,,,
16,4.8,4,18916.50 ,0.73 ,,,,,,,,,,,,,,,,,,
16,5,4,17254.93 ,0.73 ,,,,,,,,,,,,,,,,,,
16,5,4,19124.37 ,0.74 ,,,,,,,,,,,,,,,,,,
16,5.2,4,17442.48 ,0.74 ,,,,,,,,,,,,,,,,,,
16,5.2,4,19332.24 ,0.74 ,,,,,,,,,,,,,,,,,,
16,4.6,5,16096.95 ,0.60 ,,,,,,,,,,,,,,,,,,
16,4.8,5,14162.07 ,0.69 ,,,,,,,,,,,,,,,,,,
16,9,5,19824.67 ,0.60 ,,,,,,,,,,,,,,,,,,
16,9.2,5,17407.55 ,0.69 ,,,,,,,,,,,,,,,,,,
16,9.2,5,19994.11 ,0.62 ,,,,,,,,,,,,,,,,,,
16,9.4,5,17555.07 ,0.71 ,,,,,,,,,,,,,,,,,,
16,2.4,7.5,18084.25 ,0.98 ,,,,,,,,,,,,,,,,,,
16,2,5,12995.49 ,0.50 ,,,,,,,,,,,,,,,,,,
16,2,5,14792.93 ,0.48 ,,,,,,,,,,,,,,,,,,
16,2.8,5,13629.42 ,0.46 ,,,,,,,,,,,,,,,,,,
16,2.8,5,15514.54 ,0.44 ,,,,,,,,,,,,,,,,,,
16,3.8,5,16416.55 ,0.42 ,,,,,,,,,,,,,,,,,,
16,4,5,14580.31 ,0.45 ,,,,,,,,,,,,,,,,,,
16,5.2,5,15531.20 ,0.44 ,,,,,,,,,,,,,,,,,,
16,5.2,5,17679.36 ,0.42 ,,,,,,,,,,,,,,,,,,
16,5.4,5,15689.68 ,0.45 ,,,,,,,,,,,,,,,,,,
16,7,5,16957.53 ,0.47 ,,,,,,,,,,,,,,,,,,
16,7,5,19302.97 ,0.44 ,,,,,,,,,,,,,,,,,,
16,7.2,5,17116.01 ,0.47 ,,,,,,,,,,,,,,,,,,
16,9.2,5,18700.83 ,0.50 ,,,,,,,,,,,,,,,,,,
16,9.4,5,18859.31 ,0.51 ,,,,,,,,,,,,,,,,,,
16,2,7.5,19546.53 ,0.61 ,,,,,,,,,,,,,,,,,,
16,1.2,5,13216.44 ,0.56 ,,,,,,,,,,,,,,,,,,
16,1.2,5,14926.20 ,0.55 ,,,,,,,,,,,,,,,,,,
16,1.6,5,13555.33 ,0.53 ,,,,,,,,,,,,,,,,,,
16,1.8,5,15500.29 ,0.49 ,,,,,,,,,,,,,,,,,,
16,2.4,5,14233.09 ,0.49 ,,,,,,,,,,,,,,,,,,
16,2.4,5,16074.37 ,0.48 ,,,,,,,,,,,,,,,,,,
16,2.8,5,16457.10 ,0.47 ,,,,,,,,,,,,,,,,,,
16,3,5,14741.42 ,0.48 ,,,,,,,,,,,,,,,,,,
16,3.4,5,17031.18 ,0.47 ,,,,,,,,,,,,,,,,,,
16,3.6,5,15249.74 ,0.49 ,,,,,,,,,,,,,,,,,,
16,4,5,17605.27 ,0.48 ,,,,,,,,,,,,,,,,,,
16,4.2,5,15758.07 ,0.50 ,,,,,,,,,,,,,,,,,,
16,4.2,5,17796.63 ,0.49 ,,,,,,,,,,,,,,,,,,
16,4.8,5,16266.39 ,0.51 ,,,,,,,,,,,,,,,,,,
16,4.8,5,18370.71 ,0.50 ,,,,,,,,,,,,,,,,,,
16,5,5,16435.84 ,0.52 ,,,,,,,,,,,,,,,,,,
16,5.6,5,19136.16 ,0.52 ,,,,,,,,,,,,,,,,,,
16,5.8,5,17113.60 ,0.54 ,,,,,,,,,,,,,,,,,,
16,5.8,5,19327.52 ,0.53 ,,,,,,,,,,,,,,,,,,
16,6,5,17283.04 ,0.54 ,,,,,,,,,,,,,,,,,,
16,6.8,5,17960.81 ,0.56 ,,,,,,,,,,,,,,,,,,
16,7,5,18130.25 ,0.57 ,,,,,,,,,,,,,,,,,,
16,7.2,5,18299.69 ,0.58 ,,,,,,,,,,,,,,,,,,
16,8,5,18977.46 ,0.59 ,,,,,,,,,,,,,,,,,,
16,8.2,5,19146.90 ,0.60 ,,,,,,,,,,,,,,,,,,
16,8.4,5,19316.34 ,0.61 ,,,,,,,,,,,,,,,,,,
16,1.2,5,15781.08 ,0.62 ,,,,,,,,,,,,,,,,,,
16,1.4,5,15983.41 ,0.62 ,,,,,,,,,,,,,,,,,,
16,1.6,5,16185.73 ,0.62 ,,,,,,,,,,,,,,,,,,
16,1.8,5,14612.53 ,0.62 ,,,,,,,,,,,,,,,,,,
16,2,5,14792.93 ,0.62 ,,,,,,,,,,,,,,,,,,
16,2,5,16590.37 ,0.62 ,,,,,,,,,,,,,,,,,,
16,2.2,5,16792.69 ,0.62 ,,,,,,,,,,,,,,,,,,
16,2.4,5,15153.73 ,0.63 ,,,,,,,,,,,,,,,,,,
16,2.6,5,15334.14 ,0.63 ,,,,,,,,,,,,,,,,,,
16,2.6,5,17197.34 ,0.63 ,,,,,,,,,,,,,,,,,,
16,2.8,5,17399.66 ,0.64 ,,,,,,,,,,,,,,,,,,
16,3,5,15694.94 ,0.64 ,,,,,,,,,,,,,,,,,,
16,3,5,17601.98 ,0.64 ,,,,,,,,,,,,,,,,,,
16,3.2,5,17804.30 ,0.64 ,,,,,,,,,,,,,,,,,,
16,3.4,5,16055.74 ,0.65 ,,,,,,,,,,,,,,,,,,
16,3.4,5,18006.62 ,0.65 ,,,,,,,,,,,,,,,,,,
16,3.6,5,18208.94 ,0.66 ,,,,,,,,,,,,,,,,,,
16,3.8,5,16416.55 ,0.67 ,,,,,,,,,,,,,,,,,,
16,3.8,5,18411.27 ,0.67 ,,,,,,,,,,,,,,,,,,
16,4,5,16596.95 ,0.68 ,,,,,,,,,,,,,,,,,,
16,4,5,18613.59 ,0.68 ,,,,,,,,,,,,,,,,,,
16,4.2,5,18815.91 ,0.68 ,,,,,,,,,,,,,,,,,,
16,4.4,5,16957.75 ,0.69 ,,,,,,,,,,,,,,,,,,
16,4.4,5,19018.23 ,0.69 ,,,,,,,,,,,,,,,,,,
16,4.6,5,17138.15 ,0.70 ,,,,,,,,,,,,,,,,,,
16,4.8,5,17318.55 ,0.71 ,,,,,,,,,,,,,,,,,,
16,4.8,5,19422.87 ,0.70 ,,,,,,,,,,,,,,,,,,
16,5,5,17498.96 ,0.71 ,,,,,,,,,,,,,,,,,,
16,5,5,19625.20 ,0.71 ,,,,,,,,,,,,,,,,,,
16,5.2,5,17679.36 ,0.72 ,,,,,,,,,,,,,,,,,,
16,5.6,5,18040.16 ,0.73 ,,,,,,,,,,,,,,,,,,
16,5.8,5,18220.56 ,0.74 ,,,,,,,,,,,,,,,,,,
16,6.2,5,18581.36 ,0.75 ,,,,,,,,,,,,,,,,,,
16,6.4,5,18761.77 ,0.76 ,,,,,,,,,,,,,,,,,,
16,6.6,5,18942.17 ,0.77 ,,,,,,,,,,,,,,,,,,
16,6.8,5,19122.57 ,0.77 ,,,,,,,,,,,,,,,,,,
16,7,5,19302.97 ,0.78 ,,,,,,,,,,,,,,,,,,
16,7.2,5,19483.37 ,0.79 ,,,,,,,,,,,,,,,,,,
16,7.6,5,19844.18 ,0.80 ,,,,,,,,,,,,,,,,,,
16,1.2,5,14926.20 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.2,5,16635.96 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.4,5,15117.57 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.4,5,16849.25 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.6,5,15308.93 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.6,5,15308.93 ,0.81 ,,,,,,,,,,,,,,,,,,
16,1.6,5,17062.53 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.8,5,15500.29 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.8,5,15500.29 ,0.82 ,,,,,,,,,,,,,,,,,,
16,1.8,5,17275.81 ,0.83 ,,,,,,,,,,,,,,,,,,
16,2,5,15691.65 ,0.82 ,,,,,,,,,,,,,,,,,,
16,2,5,17489.09 ,0.83 ,,,,,,,,,,,,,,,,,,
16,2.2,5,15883.01 ,0.83 ,,,,,,,,,,,,,,,,,,
16,2.2,6,15999.24 ,0.59 ,,,,,,,,,,,,,,,,,,
16,3.8,6,15195.80 ,0.57 ,,,,,,,,,,,,,,,,,,
16,5.6,6,16620.41 ,0.54 ,,,,,,,,,,,,,,,,,,
16,5.6,6,19090.01 ,0.49 ,,,,,,,,,,,,,,,,,,
16,5.8,6,16778.70 ,0.55 ,,,,,,,,,,,,,,,,,,
16,5.8,6,19271.82 ,0.50 ,,,,,,,,,,,,,,,,,,
16,8.8,6,19153.04 ,0.57 ,,,,,,,,,,,,,,,,,,
16,9,6,19311.33 ,0.58 ,,,,,,,,,,,,,,,,,,
16,9.2,6,19469.62 ,0.59 ,,,,,,,,,,,,,,,,,,
16,1.4,6,14284.17 ,0.58 ,,,,,,,,,,,,,,,,,,
16,1.8,6,16646.99 ,0.54 ,,,,,,,,,,,,,,,,,,
16,2.4,6,15134.41 ,0.52 ,,,,,,,,,,,,,,,,,,
16,3,6,15644.56 ,0.50 ,,,,,,,,,,,,,,,,,,
16,3,6,17808.40 ,0.49 ,,,,,,,,,,,,,,,,,,
16,3.6,6,18389.11 ,0.48 ,,,,,,,,,,,,,,,,,,
16,3.8,6,16324.76 ,0.51 ,,,,,,,,,,,,,,,,,,
16,4.4,6,19163.39 ,0.49 ,,,,,,,,,,,,,,,,,,
16,4.6,6,17004.96 ,0.51 ,,,,,,,,,,,,,,,,,,
16,4.6,6,19356.96 ,0.50 ,,,,,,,,,,,,,,,,,,
16,4.8,6,17175.01 ,0.52 ,,,,,,,,,,,,,,,,,,
16,5.6,6,17855.21 ,0.53 ,,,,,,,,,,,,,,,,,,
16,5.8,6,18025.26 ,0.54 ,,,,,,,,,,,,,,,,,,
16,7,6,19045.56 ,0.56 ,,,,,,,,,,,,,,,,,,
16,7.2,6,19215.60 ,0.57 ,,,,,,,,,,,,,,,,,,
16,1.2,6,17042.36 ,0.68 ,,,,,,,,,,,,,,,,,,
16,1.4,6,17247.69 ,0.67 ,,,,,,,,,,,,,,,,,,
16,1.8,6,15635.63 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2,6,15817.44 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2,6,17863.68 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2.2,6,18069.00 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2.4,6,16181.05 ,0.68 ,,,,,,,,,,,,,,,,,,
16,2.4,6,18274.33 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2.6,6,18479.66 ,0.67 ,,,,,,,,,,,,,,,,,,
16,2.8,6,16544.67 ,0.68 ,,,,,,,,,,,,,,,,,,
16,3,6,18890.32 ,0.68 ,,,,,,,,,,,,,,,,,,
16,3.2,6,16908.29 ,0.70 ,,,,,,,,,,,,,,,,,,
16,3.4,6,19300.98 ,0.69 ,,,,,,,,,,,,,,,,,,
16,3.6,6,17271.91 ,0.71 ,,,,,,,,,,,,,,,,,,
16,3.6,6,19506.31 ,0.70 ,,,,,,,,,,,,,,,,,,
16,3.8,6,17453.72 ,0.72 ,,,,,,,,,,,,,,,,,,
16,4,6,19916.97 ,0.72 ,,,,,,,,,,,,,,,,,,
16,4.2,6,17817.34 ,0.73 ,,,,,,,,,,,,,,,,,,
16,4.4,6,17999.15 ,0.74 ,,,,,,,,,,,,,,,,,,
16,4.8,6,18362.77 ,0.76 ,,,,,,,,,,,,,,,,,,
